,Unnamed: 0,image,caption
4506,4506,5249006378.jpg,A student sitting in a simple classroom appears deep in thought.
4507,4507,4783872965.jpg,A boy who clearly has one to many pool noodles.
4508,4508,4385291946.jpg,"People are in line at a white tablecloth-covered buffet, serving themselves food."
4509,4509,6283123175.jpg,A girls volleyball team practices daily.
4510,4510,487423680.jpg,Two girls are on their knees picking flowers in a field.
4511,4511,3020581544.jpg,A man with glasses is listening to headphones and looking at a computer screen.
4512,4512,2748729903.jpg,A parasailer splashes along the surface of a lake.
4513,4513,3394504873.jpg,Two construction workers in blue suits work with purple mops.
4514,4514,1805677013.jpg,A woman with brown hair wearing a black and white striped tank top holding a pole in a
4515,4515,4654498293.jpg,"A gray patrol SUV with orange lights and the word "" Brigada \"
4516,4516,2923497185.jpg,A brown and white dog is running through a white marker in a grassy field.
4517,4517,2797640772.jpg,An eclectic group of musicians and actors perform for a group of tourists.
4518,4518,4941755026.jpg,"A man is wearing a plaid hat, a watch, jeans, numerous accessories and a"
4519,4519,2393059551.jpg,A man is standing inside a building under construction filled with bricks and various tools.
4520,4520,4842087231.jpg,A woman with a black shirt and black scarf looks at the camera while holding a cellphone.
4521,4521,2706743557.jpg,Two youth squirted by water.
4522,4522,4758576771.jpg,Man working on a model airplane as a woman watches the action.
4523,4523,3165943777.jpg,Children playing on a playground sliding down a slide.
4524,4524,289939071.jpg,A blond woman in a red top is sitting on a wall next to a kissing couple in
4525,4525,2575233295.jpg,A group of men sitting on the floor of a windowless room.
4526,4526,4679771579.jpg,Man in gray sweatshirts stands in subway station with crowd of people as blue subway train
4527,4527,3054882305.jpg,Students posing for their year book on there last field trip.
4528,4528,3079787482.jpg,Two toddlers posing for the camera.
4529,4529,2792152754.jpg,ladies in tiaras carrying food.
4530,4530,4733474874.jpg,Men waiting in line in a city.
4531,4531,18284727.jpg,A woman is painting a copy of a picture hanging on the wall.
4532,4532,6052149729.jpg,Two goofy guys perform physical comedy in an old English setting.
4533,4533,3712008738.jpg,"A woman splashes in water, with others in the background."
4534,4534,947664583.jpg,A little girl wearing orange arm float jumping into a pool.
4535,4535,3103248445.jpg,A man is kissing the forehead of a baby that is lying on a couch.
4536,4536,7109928015.jpg,Cowboy being hit by a bull inside the bullring after falling off the bull.
4537,4537,2970461648.jpg,The little child is holding the handles of something.
4538,4538,5405076022.jpg,"Two skiers, a young boy and an older woman, were skiing on a ski slope"
4539,4539,5562975921.jpg,A man sitting at his work station making jewelery.
4540,4540,4365035558.jpg,"A woman, her children and a dog are on a beach."
4541,4541,1463638541.jpg,A person is climbing and has nearly reached the sign at the top.
4542,4542,2230411771.jpg,Many people talking and eating at an event during the day.
4543,4543,6201072279.jpg,A man is about to help his friend get hammered.
4544,4544,3030015033.jpg,A young couple sits outside of a small restaurant and talks.
4545,4545,3537452619.jpg,A skateboarder balances on a red rail.
4546,4546,2774554310.jpg,A woman in black and pink has a large tattoo on her back.
4547,4547,1403414927.jpg,A white and a grey dog walking along a path in the woods.
4548,4548,3371224046.jpg,A musician plays on the side of the road.
4549,4549,1287768104.jpg,A woman in a black shirt is hugging a man.
4550,4550,214815592.jpg,A woman eating at a fine restaurant outdoors.
4551,4551,7188003.jpg,"An adventurous skier skillfully moved down the steep, snowy slope at a high rate of"
4552,4552,2622581408.jpg,Four teenagers wearing black and white shirts and blue jeans walk down a street.
4553,4553,8000291585.jpg,"Two motorcycle racers, in full gear, are turning a tight corner on a track."
4554,4554,3583710170.jpg,"Elderly couples dance at night, with strings of lights in the background."
4555,4555,86120569.jpg,"A white wedding style cake topped with white roses sits atop a stainless steel table, while a"
4556,4556,4516802179.jpg,Two women are walking on the street.
4557,4557,6324955861.jpg,A man wearing a striped shirt and a woman holding a bouquet of purple flowers are kissing
4558,4558,883040210.jpg,The man repels down the side of a cliff.
4559,4559,2424976964.jpg,"Five young people on the street, two sharing a bicycle."
4560,4560,4891151258.jpg,"A blond woman in a taupe jacket, standing behind a small table, reaches toward"
4561,4561,7724666074.jpg,A person is riding a colorful dirt bike on dirt hills.
4562,4562,4829586088.jpg,n
4563,4563,6437497301.jpg,A group of high divers are getting ready to dive into the pool.
4564,4564,328322290.jpg,An abundance of food is neatly laid out in front of a gentleman with only lanterns for
4565,4565,748376144.jpg,Two men outside painting a wall.
4566,4566,7130486481.jpg,A lady is singing on stage in front of an enthusiastic audience with a large band that includes
4567,4567,2830755303.jpg,"A child runs along the shore, while birds fly overhead."
4568,4568,2313551145.jpg,A man carrying boxes on his shoulder is walking past a building with a Coca-Cola sign
4569,4569,2635248278.jpg,A man in blue clothing carries a yellow bucket while walking in the water near a pelican
4570,4570,3490789179.jpg,A man wearing a red sweater is sitting on a car bumper watching another person work.
4571,4571,2959581023.jpg,A man in a green swimsuit entered the water headfirst after jumping off a rock.
4572,4572,50157360.jpg,One woman in reddish-orange veil and dress is laughing and conversing with another woman
4573,4573,133868556.jpg,A gymnast is capture midair while vaulting over several steps.
4574,4574,3735158583.jpg,A white horse with a rider in a blue green and purple jacket and helmet with khaki
4575,4575,3157744152.jpg,A man in a blue shirt is walking barefoot.
4576,4576,393987665.jpg,A woman in a red coat buying something from a street vendor.
4577,4577,6728804733.jpg,"A man works on the wheel of a bicycle in a workshop, likely to repair a broken"
4578,4578,3666796674.jpg,A picture of a walkway formed by two rows of columns.
4579,4579,3533922605.jpg,Two young women are sitting in front of a large window overlooking a big city.
4580,4580,1411855204.jpg,A young man with blond hair works with multicolored wires while sitting on a stoop
4581,4581,2549933281.jpg,"An Asian bride, wearing a white wedding dress, is holding a bouquet of flowers while"
4582,4582,7603002860.jpg,Two horses walking threw the grass.
4583,4583,2716680617.jpg,Indian men wearing white cloth around waist waist bathes out of an orange bucket.
4584,4584,4717966711.jpg,"An Asian woman, wearing a light blue jacket, enjoys a skewer outside."
4585,4585,4852920753.jpg,A man with a red hat looking at something in a glass counter and starfish on top
4586,4586,3440724965.jpg,A man in a suit touches his head while another speaks at a microphone.
4587,4587,7222833228.jpg,A young man of color is wearing black cleats with red socks while he kicks a yellow
4588,4588,4823571483.jpg,A woman in white slacks waits in front of some paintings in an alleyway market.
4589,4589,3600403707.jpg,A man wearing a gray shirt waving in the middle of a plant nursery.
4590,4590,2747637478.jpg,An old black man sitting on a couple of grocery crates playing the string guitar during the day
4591,4591,2205336881.jpg,A little girl in pajamas takes a picture with a camera.
4592,4592,311196733.jpg,A man looks out of the passenger window of a yellow car to see the tire smoking.
4593,4593,224657109.jpg,People fixing a palace door.
4594,4594,3069514336.jpg,"A black male uses a metal edge grinder to grind down a metal rod, creating sparks"
4595,4595,409327234.jpg,A woman sat at a restaurant with her back against a brick wall.
4596,4596,2194450229.jpg,A lady wearing a white T-shirt and a pink skirt is playing tennis.
4597,4597,4301986594.jpg,"A man holds up a small sticker that says "" I am a photographer, not a terrorist"
4598,4598,432870699.jpg,A group of musicians are playing instruments as the leader leads them.
4599,4599,4690876280.jpg,People walk down a busy street.
4600,4600,7286147430.jpg,"A young girl with long hair, glasses and a lip ring playing on her iPhone in a"
4601,4601,166779879.jpg,This family is having dinner.
4602,4602,263480341.jpg,The little blond girl with the pink shirt is getting her bunny mask tied to her head by
4603,4603,2322675642.jpg,Ginger Baby playing with a train setup made out of counterfeit lego.
4604,4604,3260191163.jpg,Two large brown dogs run playfully along a field.
4605,4605,2959165388.jpg,"Several people, some holding umbrellas, ride a long boat down a river."
4606,4606,2190966429.jpg,An overweight person is leaning over a market counter.
4607,4607,5082558541.jpg,A pretty man and a pretty woman performing ballet.
4608,4608,4116166193.jpg,Man in suit and tie talks into a microphone while giving a presentation.
4609,4609,847782643.jpg,Two kids lie on a rug near wooden blocks and smile.
4610,4610,4024098174.jpg,A man in all black with a green helmet is skiing down a ski slope.
4611,4611,3165826902.jpg,Young man with white helmet is rollerblading on a ledge.
4612,4612,373004394.jpg,A man on the sidewalk talks a cellphone and looks past a man on his cellphone in a
4613,4613,4302249704.jpg,A gymnast in a white leotard is about to catch a red ball.
4614,4614,4615061039.jpg,A man in a rust-colored hat and brown shirt talking into a microphone.
4615,4615,379006645.jpg,Black and tan small dog walking with perked ears.
4616,4616,214543992.jpg,A black and white dog is playing with a ball on a lawn.
4617,4617,235074044.jpg,A crowd stands waiting for a subway.
4618,4618,4508639054.jpg,A young woman with an afro and an electronic device in her hands walks next to an
4619,4619,3692055291.jpg,A group of people string a large canvas from a structure.
4620,4620,3667492609.jpg,A man is falling backward in swim gear over a large body of water nearby an urban area
4621,4621,4118638516.jpg,A man selling flower arrangements.
4622,4622,272940778.jpg,Two dogs running at the same time.
4623,4623,207601580.jpg,Women looking through a chain link fence applaud.
4624,4624,1056873310.jpg,Two dogs run towards each other on a rocky area with water in the background.
4625,4625,1394756978.jpg,"A city sidewalk scene consisting of two men with dreadlocks sitting on the ground, a punk"
4626,4626,3517035380.jpg,A little girl in a purple sweater and plain shorts walks with a woman past a subway station
4627,4627,1357753846.jpg,A black dog crossing a stream.
4628,4628,2608623292.jpg,An old man sitting on a bench staring at the ocean.
4629,4629,2505982881.jpg,A man in a black shirt with a pink bag holding a little girls hand.
4630,4630,3122773470.jpg,People on a nature walk with nets and backpacks with trees to the left of them.
4631,4631,69189650.jpg,A brown dog with his tongue wagging as he runs through a field.
4632,4632,4760335522.jpg,Pedestrians walking past a 50 % off sale.
4633,4633,4483767237.jpg,A man in a coat standing outside.
4634,4634,4808316455.jpg,Two females are shopping in chinatown.
4635,4635,2173828253.jpg,A figure in green and black clothes poses for the camera while hoisting a sword-like
4636,4636,468608014.jpg,Two dogs are fighting for the same chew toy. What should I do?
4637,4637,4758561233.jpg,A man in jeans and a blue jacket holds a yellow toy plane.
4638,4638,231011373.jpg,A man in a white shirt and khaki pants with a hat on a mountain.
4639,4639,2394824046.jpg,A man stands in front of a statue.
4640,4640,4915394257.jpg,"Two women swim in the surf, near the shoreline."
4641,4641,3715790408.jpg,A group of smiling people are posing outdoors for a picture.
4642,4642,2626553824.jpg,A man and a woman sit together on a beach as the sun sets.
4643,4643,4376363559.jpg,A rider is being ready to ride a horse.
4644,4644,485545592.jpg,A little boy in a blue shirt with a pacifier playing with a bubble machine in front
4645,4645,5004301175.jpg,A woman on a farm feeding llamas hay.
4646,4646,2922807898.jpg,A yellow dog is jumping to catch a toy in a park.
4647,4647,6315045481.jpg,An older Asian woman performing Tai Chi.
4648,4648,1356796100.jpg,A young girl peers through the green foliage.
4649,4649,4682354270.jpg,"Young people walk on the street outside of an apartment building called "" Love Story \"
4650,4650,4773695566.jpg,Male wearing blue jeans and a black shirt playing guitar outside a building.
4651,4651,3187924573.jpg,A seagull lands on the water.
4652,4652,2642624688.jpg,"s eye view of a city worker walking on the street.""]"
4653,4653,3870409487.jpg,A tall building with mirrored windows reflects the blue sky as a young woman on a city sky
4654,4654,4267206607.jpg,A man and a woman at a bar discussing interesting topics.
4655,4655,761397426.jpg,A man at a restaurant table holds an empty bottle.
4656,4656,3107889179.jpg,"An old lady and a child are sitting at an ornate green table, whilst being served"
4657,4657,2520068623.jpg,A man and a woman playfully fight and hang from support railings in a subway car
4658,4658,2277081067.jpg,Two girls are at the beach playing in the ocean.
4659,4659,16396193.jpg,Two men grilling outside on a half mowed lawn.
4660,4660,6847387474.jpg,A hockey player in uniform is sitting on a hockey court.
4661,4661,2058472558.jpg,A little girl is running.
4662,4662,2645723249.jpg,A brunette woman holds a child outside.
4663,4663,185571867.jpg,People walk by the construction that occurs in a city.
4664,4664,2103077124.jpg,Man in a Grateful Dead shirt looking at a bubble with others in background.
4665,4665,2641770481.jpg,A man in a red jacket stands next to a yellow kayak on rocks by the ocean
4666,4666,4756254503.jpg,An old man is holding two ice cream cones as he walks through the park.
4667,4667,22930048.jpg,A woman in an orange outfit is holding a tennis racket.
4668,4668,2989764675.jpg,An older man in a cane holding an umbrella while walking through an outdoor market.
4669,4669,3556039987.jpg,A child in a white and green soccer uniform hits a white ball.
4670,4670,2574084102.jpg,A young girl is in midair doing gymnastics.
4671,4671,2049530722.jpg,A boy in a red shirt is standing on a dock beside a boat.
4672,4672,6291644661.jpg,Several men are rollerskating while wearing two distinct uniforms with a referee in the background
4673,4673,371123959.jpg,A man in a dark hat and glasses is reaching into a bowl on a table filled with
4674,4674,2403078014.jpg,A unicycle rider in the foreground with other cyclists in the background.
4675,4675,3941241861.jpg,A group of men are sitting around having drinks.
4676,4676,2966221503.jpg,Chubby couple enjoy scooping garbage out of their pool.
4677,4677,640290673.jpg,An audience is watching people in yellow perform.
4678,4678,508261758.jpg,Three young girls play wrestling and laugh a lot.
4679,4679,177302997.jpg,A child holding on to the bar while riding a horse on a carousel ride.
4680,4680,4912368137.jpg,A woman is performing a diving manoeuvre.
4681,4681,457757906.jpg,Man rides a bike with a cart behind him.
4682,4682,4662376933.jpg,Children running into a doorway to enter a building.
4683,4683,19663315.jpg,A group of people sitting on a deck.
4684,4684,4552785903.jpg,Lively outdoor scene with a guy looking off the balcony.
4685,4685,7284554016.jpg,The man attempting an extreme stunt on his bicycle is wearing a black helmet and black elbow pads
4686,4686,4193782937.jpg,A man dresses as Santa Claus sits before a brick wall.
4687,4687,4436200118.jpg,A woman is a scarf stands near 3 garbage bins.
4688,4688,5781162449.jpg,"Two young girls, one in a white top and shorts, the other in a brown flow"
4689,4689,4266910970.jpg,A woman in a tan outfit serving a beverage to a man in a striped shirt.
4690,4690,3323419265.jpg,Young girl blowing party popper with a laughing woman beside her.
4691,4691,5523001543.jpg,An adult male in a grey jacket is sitting next to a girl reading a book.
4692,4692,4693542894.jpg,Crowd of people around a river at night with bright lights.
4693,4693,2042110579.jpg,A man is putting up tile in a bathroom behind the sink.
4694,4694,241347760.jpg,A Sooners football player weas the number 28 and black armbands.
4695,4695,3473635435.jpg,A young girl in a helmet walks barefoot across a mossy tree trunk that is lying
4696,4696,3994519104.jpg,A man and a woman performing a complicated dance routine.
4697,4697,7168425380.jpg,A soaking-wet middle-eastern boy sitting on a boat.
4698,4698,2342055949.jpg,Two tourist gaze outside at a serene area.
4699,4699,2897990634.jpg,A man with a white covering is walking up a flight of stairs.
4700,4700,4720880128.jpg,Two women with dogs and a man standing on a street corner.
4701,4701,5897843552.jpg,The two people who are nicely dressed are standing by a fountain.
4702,4702,2435518586.jpg,A man and a young boy posing in the back yard.
4703,4703,2759813381.jpg,A yellow and brown dog is going to the bathroom outside.
4704,4704,3165964731.jpg,A group of four adults are standing around a pile of goods.
4705,4705,4652954218.jpg,"Profile picture of a pale woman with dark hair, arms crossed."
4706,4706,2924908529.jpg,Five women with red and black halter tops and red and white miniskirts wearing red
4707,4707,4194543575.jpg,"On an autumn day, there are various people out and about in a public place."
4708,4708,288177922.jpg,Two children in winter coats walking in a park.
4709,4709,4548948691.jpg,Passersby stop at a booth hosted by the American Parkinson Disease Association at a fair.
4710,4710,534200447.jpg,Two girls throw a ball back and forth in their back yard.
4711,4711,8067051359.jpg,An older man uses a mountain bike on a trail.
4712,4712,2389278652.jpg,"Four people in hats stand to watch an event, two of them with cameras."
4713,4713,2501942587.jpg,People walk outside of a building that has many murals painted on it.
4714,4714,2955022652.jpg,Two women sitting at a table and eating oranges.
4715,4715,167285940.jpg,A man with an angry expression is drinking a large glass of beer.
4716,4716,2581690718.jpg,"s hair.""]"
4717,4717,3697378565.jpg,A line of women dressed in colorful gowns standing on a round stage.
4718,4718,3963684908.jpg,"Five young, handsome men hanging out of scaffolding."
4719,4719,2204677106.jpg,"s throat.""]"
4720,4720,354015880.jpg,A woman in a brown coat is reading a book.
4721,4721,4665599368.jpg,An dark-skinned little boy with headphones in.
4722,4722,8091220380.jpg,Two women are dancing in the street with vividly colored dresses.
4723,4723,253664826.jpg,A cameraman records a soccer match in progress.
4724,4724,200764606.jpg,Four women are working together to make food.
4725,4725,3127793607.jpg,A young boy walking away from a fire pit holding his blue jeans up.
4726,4726,75897060.jpg,A man in a blue hat is sculpting a piece of ice.
4727,4727,2631353232.jpg,A woman sits on a wall in a cemetery with a cityscape in the background.
4728,4728,526746449.jpg,A little girl is getting a closeup view of a sleepy cow.
4729,4729,5995751546.jpg,"Two men work on a net with a large, decorative sailboat in the background."
4730,4730,446138054.jpg,A man wearing a white shirt and an orange shirt jumped into the air.
4731,4731,7443809320.jpg,A young girl wearing a baseball or softball glove is raising her other hand while two kids
4732,4732,5170278756.jpg,Goth chic sneering at the camera after a night of partying.
4733,4733,2102902012.jpg,Children in yellow and orange pinnies gather in a group.
4734,4734,905022127.jpg,A man fishing on some large rocks while the sun is low in the sky.
4735,4735,5947536593.jpg,Man in peacock suit singing on stage.
4736,4736,2045336190.jpg,A group of six young women sit around a table while one of them reads and another two
4737,4737,6188475741.jpg,A group of men in reflective safety jackets play a soccer game in a dirt field with graffiti
4738,4738,3722051605.jpg,A pit crew works on a race car?
4739,4739,2190227737.jpg,A girl holds something while three dogs beg.
4740,4740,985067019.jpg,"A young boy sliding down an inflatable, is looking off-camera."
4741,4741,4562512283.jpg,Man standing at a counter in a convenience store with a woman on the other side of the
4742,4742,733964952.jpg,A shoeshine man sits on his stool in front of an empty seat.
4743,4743,225909073.jpg,German Shepherd running in the ocean.
4744,4744,2840344516.jpg,The boat rushed off.
4745,4745,2188192752.jpg,A young boy is running a race.
4746,4746,3012222153.jpg,A young girls explores her green outdoor surroundings.
4747,4747,2806006698.jpg,Beach volleyball player Dalhausser just blocked a spike from a Brazilian beach volleyball player
4748,4748,3285552304.jpg,"A man at a sporting even, wearing green and yellow, smiles."
4749,4749,1417068537.jpg,"A man on the left speaks into a microphone, while a man to the right plays an"
4750,4750,2663670442.jpg,A smiling woman is playing the violin in front of a turquoise background.
4751,4751,391324644.jpg,A guy on inline skates with a white hat is on a yellow rail.
4752,4752,4722126574.jpg,A small car drives on two wheels in a village street.
4753,4753,4683080278.jpg,One male adult holding a male child who is looking at an animal and one female adult holding
4754,4754,495549518.jpg,A guy with a green beanie on his head is standing with his eyes closed besides a
4755,4755,2748726146.jpg,A man in black with a long beard is playing bass guitar.
4756,4756,2959941749.jpg,A group of men playing hockey.
4757,4757,2231843419.jpg,A couple is sitting among ruins and studying.
4758,4758,3472066410.jpg,A young woman jumps from one seat to another.
4759,4759,5326961690.jpg,"A baby, wearing a pink knitted hat, sleeps peacefully on a blanket."
4760,4760,2218161586.jpg,Two people are outside speaking to each other standing on a carpet.
4761,4761,2341283462.jpg,A man in a beige jacket holds a Korean flag.
4762,4762,8036608675.jpg,Three runners compete in a race :
4763,4763,2115631346.jpg,Two brown dogs run across a large snowy yard.
4764,4764,1280147517.jpg,A waterskier perform tricks.
4765,4765,2868652721.jpg,A food service worker sitting on the counter.
4766,4766,4810076865.jpg,A merchant sells his goods on the street.
4767,4767,4503962385.jpg,A man is dragging bags full of cans.
4768,4768,4917332111.jpg,Three men dancing as a group of people watch.
4769,4769,554215758.jpg,Several people are hard hats are standing on a structure.
4770,4770,51565199.jpg,The old people and the young people.
4771,4771,2884252132.jpg,A small girl in a toddler swing.
4772,4772,2748889888.jpg,A woman helping a small child wearing a bright colored diaper out of a pool.
4773,4773,4830850373.jpg,A man tying his shoe in the woods.
4774,4774,5075833333.jpg,A photographer takes a midair action shot of a snowboarder.
4775,4775,956164675.jpg,A runner in a yellow shirt is cresting a hill.
4776,4776,1689991150.jpg,A dog is running through high grass with a woman wearing red in the background.
4777,4777,4829869876.jpg,A young boy in a cowboy hat and a blue jean jacket sitting in a stroller
4778,4778,6993506553.jpg,A shirtless muscular man running on a sunny day.
4779,4779,4821539157.jpg,A man in a striped orange shirt pulls a cart heavily laden with colorful cleaning supplies up
4780,4780,4931360505.jpg,Backside of woman with tattoos wearing an orange bikini top and black and white shorts.
4781,4781,2546110019.jpg,A group of people exercising outdoors.
4782,4782,4566903518.jpg,A woman displaying several items of clothing.
4783,4783,5851818256.jpg,"Three men, two with white shirts who appear to be host to a rodeo house,"
4784,4784,4938469951.jpg,People walking past an escalator under a beam and glass ceiling.
4785,4785,164200567.jpg,A woman in a pink shirt approaches a mobile coffee vendor.
4786,4786,3358532296.jpg,"At a park, kids play basketball on a basketball court."
4787,4787,4731580287.jpg,A group is riding bicycles on a gravel road.
4788,4788,402640335.jpg,A man with a one-eyed monster head mask and white gloves dancing in an apartment.
4789,4789,3535768334.jpg,Young man does stunt on bicycle near beach.
4790,4790,495341977.jpg,Two large brown dogs are both grabbing a black Frisbee.
4791,4791,3620764461.jpg,Two young boys are asleep on a brown carpeted floor.
4792,4792,367673290.jpg,The woman wearing a black and white jacket and red boots is also wearing headphones.
4793,4793,2353504999.jpg,A wedding reception decorated in white and gold contains a diverse crowd.
4794,4794,8220955383.jpg,A person in the woods on a muddy trail rounds a corner on a bike.
4795,4795,2645241028.jpg,An Asian man with black T-shirt works on a laptop.
4796,4796,200276116.jpg,A boy swimming without goggles.
4797,4797,21833287.jpg,A group of gay men at an event.
4798,4798,4926118301.jpg,A woman wearing a silver tank top and black pants walks down the street in a poor area
4799,4799,2445234281.jpg,"A person wearing a light green tank-top and black pants is lying down, reading a"
4800,4800,4349645417.jpg,Two young adult males are participating in a high-five.
4801,4801,851566221.jpg,A woman on a white horse chasing a bull.
4802,4802,3816206376.jpg,The passenger is holding onto the load on top of the car.
4803,4803,2326133103.jpg,A woman viewing art on the walls while two girls are engaged in drawing on the floor.
4804,4804,3875347394.jpg,A man is holding a blue fishing net in front of some rocks.
4805,4805,4546395944.jpg,A man is sitting next to a bird and is wearing a medieval costume.
4806,4806,3309078113.jpg,Four people walking along the side of a brick building.
4807,4807,2415587549.jpg,A woman and a child embrace while the child tastes what they have been making.
4808,4808,2562347802.jpg,Two dogs run across dry ground.
4809,4809,31764678.jpg,People are squeezing through a space between rocks.
4810,4810,173906610.jpg,Two women are sitting at a table.
4811,4811,5645857612.jpg,An older woman rolling out dough to bake with.
4812,4812,8046655694.jpg,"s jacket.""]"
4813,4813,4717261252.jpg,A young red-haired girl is finishing her lunch.
4814,4814,4684148171.jpg,It is an image of a carnival done in oil painting.
4815,4815,7171657552.jpg,A boy swimming in a pool with blue goggles.
4816,4816,7371731720.jpg,Several men are playing sitting on mats on the grass and shooting ahead.
4817,4817,3540241710.jpg,"A man, low to the ground, rolls down a ramp on a skateboard."
4818,4818,4917929879.jpg,A woman in a pink shirt and patterned skirt plays a violin beside a man wearing track
4819,4819,3317145805.jpg,A black poodle with a red rope toy in its mouth.
4820,4820,4974363190.jpg,A young woman in a white blouse and blue skirt walks away from a building.
4821,4821,2843524276.jpg,"Four young children are sitting on a blanket in the grass while someone is kneeling, playing a"
4822,4822,531119327.jpg,A man with saving cream on his face is having a kid scratch his head.
4823,4823,2245918465.jpg,"s forehead.""]"
4824,4824,1325846369.jpg,A man is standing on a scaffolding doing some work.
4825,4825,363269016.jpg,Cyclists are riding their bikes on an indoor track.
4826,4826,4835689161.jpg,"A motorcycle cop is driving around, the bike says polbru under police."
4827,4827,2672588619.jpg,Three children run by water.
4828,4828,2678778191.jpg,A man is taking a break after digging a hole.
4829,4829,2783623746.jpg,Several young boys and girls jumping on a trampoline outdoors.
4830,4830,4837051771.jpg,A child getting a treat at the ice cream stand.
4831,4831,4389770417.jpg,Four young boy scouts on stage in front of green tents.
4832,4832,7024548153.jpg,A girl giving herself a henna tattoo on her hand.
4833,4833,3462454965.jpg,"Three dogs run on scrubby grass, a lake and picnic table nearby."
4834,4834,3051529200.jpg,Two women are standing in front of a wall covered by concert and campaign posters.
4835,4835,7544290736.jpg,Six men are looking at a cement hole in the ground and talking next to a backhoe
4836,4836,4889393782.jpg,A man is lifting his sweater while on a scooter.
4837,4837,2477121456.jpg,"s head is poking out of the water.""]"
4838,4838,7709055992.jpg,An older black woman wearing a colorful print dress stares directly at the camera.
4839,4839,3386694897.jpg,A man prepares some food.
4840,4840,3261493263.jpg,A dog sled team and their driver.
4841,4841,2451253577.jpg,"A man pulls a rope that is attached to a floating boat marked "" Avocet Market"
4842,4842,4594360209.jpg,"s feet""]"
4843,4843,7521110296.jpg,A Japanese man sorting grain into barrels.
4844,4844,4567985140.jpg,A man in a plaid suit coat gestures with his hand.
4845,4845,3161044966.jpg,A dog lying on the edge of a white chair.
4846,4846,7174804452.jpg,child wearing colorful shirt and closing their eyes.
4847,4847,325005410.jpg,People are sitting on the bleachers waving American flags.
4848,4848,3691394196.jpg,A man in black and white is holding a torch in front of a crowd.
4849,4849,2941668295.jpg,Men in uniform work together.
4850,4850,3838759720.jpg,An old man in a plaid shirt and blue pants is looking in a telescope on a
4851,4851,2997939824.jpg,Soldiers washing dishes in tubs on the street.
4852,4852,3717886615.jpg,A boy in a tee shirt and shorts playing an instrument next to a girl singing while playing
4853,4853,2715746315.jpg,A man wearing a red hat and blue top carries a tray on his head filled with some
4854,4854,154094533.jpg,A little child walking on a concrete ledge.
4855,4855,2995461857.jpg,There is an animal crossing the road in front of a car.
4856,4856,4760617550.jpg,An orange building in front of a river with a bridge.
4857,4857,488561307.jpg,A group of people are talking to each other in a bar.
4858,4858,3285993030.jpg,A dark colored dog jumping down a path.
4859,4859,3171347658.jpg,A man sitting inside a yellow vehicle.
4860,4860,2891240104.jpg,Four men stood behind cash register and tip jar.
4861,4861,3016521240.jpg,"Two women sitting on a bench, their faces obscured, with one woman carrying an inflatable"
4862,4862,4681940161.jpg,A girl in a blue shirt feeds an exotic bird.
4863,4863,2913818905.jpg,Two dogs running on wet sand.
4864,4864,4969217324.jpg,A well-dressed man walks along a city street.
4865,4865,3623894108.jpg,A statue of an Indian is on the sidewalk in front of some shops.
4866,4866,3541483943.jpg,A man wearing a grey shirt is doing a skateboard trick on stairs.
4867,4867,28144507.jpg,Man cleaning a window using a mop.
4868,4868,2315464116.jpg,A man is standing in a grassy field equipped with a type of gardening tool which he
4869,4869,2775461796.jpg,A father and his children ride bikes in a city street.
4870,4870,3812719670.jpg,A young boy leans against a railing at night.
4871,4871,4636445159.jpg,A knitted-beret wearing woman on her cell phone.
4872,4872,2380093030.jpg,A bridalmaid with a smile holding a vase and bouquet of flowers looking towards
4873,4873,3836884647.jpg,A man in a blue shirt walking in a subway tunnel with advertisements.
4874,4874,1466752561.jpg,Four women wearing caps walking along the beach.
4875,4875,6126962700.jpg,A rally in a different country.
4876,4876,1678256882.jpg,A man in a baseball cap plays an electric guitar.
4877,4877,2107091533.jpg,An elderly man in a tan jacket is crossing a city street.
4878,4878,4330521713.jpg,A man wearing a red jacket looks at a paper while another man in a black jacket looks
4879,4879,2506892928.jpg,Three kids palying with a toy cat in a garden.
4880,4880,34176632.jpg,A girl in a gray hooded sweatshirt asleep with a black dog.
4881,4881,1716077525.jpg,"A man in glasses, a T-shirt and shorts, stands in a kitchen and cuts"
4882,4882,3334300164.jpg,A man kite surfing creates a wave.
4883,4883,146479462.jpg,An African dressmaker puts the finishing touches on a garment while two women watch.
4884,4884,3745474894.jpg,Young people lay on blankets in a park.
4885,4885,8208720028.jpg,An elderly woman missing holding a flower.
4886,4886,2518853257.jpg,Two people sit on a park bench.
4887,4887,2656914235.jpg,There are many people in this park.
4888,4888,5866079837.jpg,"A woman in yellow works at an outdoor fruit stand, while a customer in sunglasses stands near"
4889,4889,3065082909.jpg,A crowd is watching a group of men in suits with briefcases walk in formation down the
4890,4890,4414061.jpg,A man wearing a dark shirt is sitting next to a white hat and sleeping.
4891,4891,3753777206.jpg,A dark-skinned man with a plaid shirt is standing by a cart with grains and
4892,4892,4969485553.jpg,A woman and four young boys gather on the front porch of a somewhat rundown wooden house.
4893,4893,24498061.jpg,Chinese men hanging out by a park and talking.
4894,4894,2517489722.jpg,A girl on wood and a man walking outside.
4895,4895,6986052122.jpg,A barefoot woman wearing a red sweater is carrying an object through water.
4896,4896,1269844288.jpg,People in the ground maybe working.
4897,4897,3716283232.jpg,"Three men in suits hold up posters for Mazda, Auto Alliance and Ford."
